sku,name,description,meta_description,	meta_title,url_key,Price,qty,base_image,base_image_label,small_image,small_image_label,categories,product_type
120747,Деревянный домик Ferplast Sin 4642 Wodden House Hamster для мелких животных,,"Купить Деревянный домик Ferplast Sin 4642 Wodden House Hamster для мелких животных в зоомагазине ZOOcomplex. Звоните ☎️ (067) 634-51-39, (050) 421-54-94. Доставка в Киев, Днепр, Одессу, Харьков, Львов","Деревянный домик Ferplast Sin 4642 Wodden House Hamster для мелких животных купить в Киеве, Днепре, Украине",ferplast-fr-84642099,101.0000,0,https://zoocomplex.com.ua/image/catalog/product-127780.jpg,Деревянный домик Ferplast Sin 4642 Wodden House Hamster для мелких животных,,Деревянный домик Ferplast Sin 4642 Wodden House Hamster для мелких животных,Товары для грызунов/Клетки для грызунов,simple
120750,Пластиковый домик Ferplast  PA 4639 Kuci House Multicolor для хомяков,,"Купить Пластиковый домик Ferplast  PA 4639 Kuci House Multicolor для хомяков в зоомагазине ZOOcomplex. Звоните ☎️ (067) 634-51-39, (050) 421-54-94. Доставка в Киев, Днепр, Одессу, Харьков, Львов","Пластиковый домик Ferplast  PA 4639 Kuci House Multicolor для хомяков купить в Киеве, Днепре, Украине",ferplast-fr-84639799,230.0000,0,https://zoocomplex.com.ua/image/catalog/product-127786.jpg,Пластиковый домик Ferplast  PA 4639 Kuci House Multicolor для хомяков,,Пластиковый домик Ferplast  PA 4639 Kuci House Multicolor для хомяков,Товары для грызунов/Клетки для грызунов,simple
120233,Пластиковый домик Ferplast Pub 3254 For Base M92 White Bowl для маленьких животных с лестницей и миской,,"Купить Пластиковый домик Ferplast Pub 3254 For Base M92 White Bowl для маленьких животных с лестницей и миской в зоомагазине ZOOcomplex. Звоните ☎️ (067) 634-51-39, (050) 421-54-94. Доставка в Киев, Днепр, Одессу, Харьков, Львов","Пластиковый домик Ferplast Pub 3254 For Base M92 White Bowl для маленьких животных с лестницей и миской купить в Киеве, Днепре, Украине",ferplast-fr-93254021,366.0000,0,https://zoocomplex.com.ua/image/catalog/product-127814.jpg,Пластиковый домик Ferplast Pub 3254 For Base M92 White Bowl для маленьких животных с лестницей и миской,,Пластиковый домик Ferplast Pub 3254 For Base M92 White Bowl для маленьких животных с лестницей и миской,Товары для грызунов/Клетки для грызунов,simple
120232,Пластиковый домик Ferplast Pub 3255 For Base M63 White Bowl для маленьких животных с лестницей и миской,,"Купить Пластиковый домик Ferplast Pub 3255 For Base M63 White Bowl для маленьких животных с лестницей и миской в зоомагазине ZOOcomplex. Звоните ☎️ (067) 634-51-39, (050) 421-54-94. Доставка в Киев, Днепр, Одессу, Харьков, Львов","Пластиковый домик Ferplast Pub 3255 For Base M63 White Bowl для маленьких животных с лестницей и миской купить в Киеве, Днепре, Украине",ferplast-fr-93255021,371.0000,0,https://zoocomplex.com.ua/image/catalog/product-127815.jpg,Пластиковый домик Ferplast Pub 3255 For Base M63 White Bowl для маленьких животных с лестницей и миской,,Пластиковый домик Ferplast Pub 3255 For Base M63 White Bowl для маленьких животных с лестницей и миской,Товары для грызунов/Клетки для грызунов,simple
120238,Пластиковый домик Ferplast Pub 3244 White Feeding Bowl с лестницей и миской для корма,,"Купить Пластиковый домик Ferplast Pub 3244 White Feeding Bowl с лестницей и миской для корма в зоомагазине ZOOcomplex. Звоните ☎️ (067) 634-51-39, (050) 421-54-94. Доставка в Киев, Днепр, Одессу, Харьков, Львов","Пластиковый домик Ferplast Pub 3244 White Feeding Bowl с лестницей и миской для корма купить в Киеве, Днепре, Украине",ferplast-fr-93244021,378.0000,0,https://zoocomplex.com.ua/image/catalog/product-127819.jpg,Пластиковый домик Ferplast Pub 3244 White Feeding Bowl с лестницей и миской для корма,,Пластиковый домик Ferplast Pub 3244 White Feeding Bowl с лестницей и миской для корма,Товары для грызунов/Клетки для грызунов,simple
111605,"Натуральная подстилка Woody для грызунов, 5л","<p>  <b>Натуральная подстилка Collar Woody для грызунов, 5л</b></p><p>Подстилка ""Woody"" для грызунов ТМ ""Super Cat"", 5л. Натуральная подстилка обладает лекарственными свойствами, содержит большое количество питательных веществ и витаминов, обладает запахом лаванды и апельсина. Подходит для шиншилл, дэгу, хомячков, крысок, свинок, кроликов, песчанок и др. грызунов. Кормление сеном позволит быть вашему питомцу здоровым и энергичным. Обеспечивает гигиену и комфорт грызунам любого типа, без химической обработки. Служит подстилкой и дополнительным кормом.</p><p>  Способ применения: Насыпать продукт на дно клетки, меняя его по мере необходимости.  </p><p>  Достоинства:</p><ul>  <li>лекарственные свойства</li>  <li>подстилка и корм</li>  <li>безопасна для грызунов</li>  <li>необходимые микроэлементы</li></ul>","Купить Натуральная подстилка Woody для грызунов, 5л в зоомагазине ZOOcomplex. Звоните ☎️ (067) 634-51-39, (050) 421-54-94. Доставка в Киев, Днепр, Одессу, Харьков, Львов","Натуральная подстилка Woody для грызунов, 5л купить в Киеве, Днепре, Украине",collar-cl-2881,25.0000,0,https://zoocomplex.com.ua/image/catalog/product-133306.jpg,"Натуральная подстилка Woody для грызунов, 5л",,"Натуральная подстилка Woody для грызунов, 5л",Товары для грызунов/Подстилки для грызунов,simple
111944,Сено Луговое 300 г,<p><b>Сено Collar Луговое 300 г</b></p><p>Натуральный корм-пидсилка Collar сено луговое для кроликов 300г. Изготовлено из качественного разнотравья.</p>,"Купить Сено Луговое 300 г в зоомагазине ZOOcomplex. Звоните ☎️ (067) 634-51-39, (050) 421-54-94. Доставка в Киев, Днепр, Одессу, Харьков, Львов","Сено Луговое 300 г купить в Киеве, Днепре, Украине",collar-cl-3516,25.0000,0,https://zoocomplex.com.ua/image/catalog/product-133307.jpg,Сено Луговое 300 г,,Сено Луговое 300 г,Товары для грызунов/Корм для грызунов,simple
111693,Сено Луговое 600 г,<p><b>Сено Collar Луговое 600 г</b></p><p>Натуральный корм-пидсилка Collar сено луговое для кроликов 600г. Изготовлено из качественного разнотравья.</p>,"Купить Сено Луговое 600 г в зоомагазине ZOOcomplex. Звоните ☎️ (067) 634-51-39, (050) 421-54-94. Доставка в Киев, Днепр, Одессу, Харьков, Львов","Сено Луговое 600 г купить в Киеве, Днепре, Украине",collar-cl-3517,40.0000,0,https://zoocomplex.com.ua/image/catalog/product-133308.jpg,Сено Луговое 600 г,,Сено Луговое 600 г,Товары для грызунов/Корм для грызунов,simple
111945,"Супергранулы Hamster Вкусняшка, 800 г","<p><b>Супергранулы Collar Hamster Вкусняшка, 800 г</b></p><p><b>Супергранулы Hamster Вкусняшка, 800гр.</b> Натуральная подстилка для грызунов с витаминной добавкой (морковь или свекла). Изготовлена из спрессованных опилок, экологически чистый и безопасный продукт. Применение подстилочного материала позволяет поддерживать чистоту кожных покровов у животных и обеспечивает им сухое, теплое и мягкое ложе – постель. Ценным свойством подстилочного материала является также способность его убивать микробов (бактерицидность). Не содержит химических добавок. Не пылит. Отлично впитывает и удерживает запахи.</p><p><b>Достоинства прессованной подстилки:</b></p><ul><li>нейтрализует неприятные запахи</li><li>натуральный безопасный продукт</li><li>мягкая теплая подстилка</li></ul>","Купить Супергранулы Hamster Вкусняшка, 800 г в зоомагазине ZOOcomplex. Звоните ☎️ (067) 634-51-39, (050) 421-54-94. Доставка в Киев, Днепр, Одессу, Харьков, Львов","Супергранулы Hamster Вкусняшка, 800 г купить в Киеве, Днепре, Украине",collar-cl-5699,23.0000,0,https://zoocomplex.com.ua/image/catalog/product-133309.jpg,"Супергранулы Hamster Вкусняшка, 800 г",,"Супергранулы Hamster Вкусняшка, 800 г",Товары для грызунов/Подстилки для грызунов,simple
111597,"Супергранулы Hamster Лаванда в экономичной упаковке , 2 кг","<p><b>Супергранулы Collar Hamster Лаванда в экономичной упаковке , 2 кг</b></p><p>Гранулированная натуральная подстилка для хомяков, мышек, кроликов, морских свинок и других грызунов с ароматов лаванды, в удобной экономичной упаковке 2 кг.</p><p><b>Особенности:</b></p><ul><li>Отличаются наличием ароматов, которые убирают неприятный запах</li><li>Безвредны для животных</li></ul>","Купить Супергранулы Hamster Лаванда в экономичной упаковке , 2 кг в зоомагазине ZOOcomplex. Звоните ☎️ (067) 634-51-39, (050) 421-54-94. Доставка в Киев, Днепр, Одессу, Харьков, Львов","Супергранулы Hamster Лаванда в экономичной упаковке , 2 кг купить в Киеве, Днепре, Украине",collar-cl-5705,39.0000,0,https://zoocomplex.com.ua/image/catalog/product-133310.jpg,"Супергранулы Hamster Лаванда в экономичной упаковке , 2 кг",,"Супергранулы Hamster Лаванда в экономичной упаковке , 2 кг",Товары для грызунов/Подстилки для грызунов,simple
113163,"Супергранулы Hamster Лаванда, 800 г","<p><b>Супергранулы Collar Hamster Лаванда, 800 г</b></p><p>Наполнитель для клеток грызунов Супер гранулы Хамстер Лаванда 0,8 кг - изготовлен из экологически чистых древесных опилок. Подходит для кроликов, морских свинок, попугаев, хомяков. Наполнитель обладает противомикробным действием, устраняет неприятный запах. Гранулы наполнителя не липнут к шерсти, после использования наполнителя образовываются комочки, которые легко убирать с помощью лопатки. </p><p><b>Почему стоит купить Супер гранулы Хамстер</b></p><ul><li>100% натуральный продукт</li><li>отлично впитывает</li><li>подходит для разных животных</li><li>не содержит химических добавок</li><li>производится в Украине, что существенно снижает его себестоимость</li></ul>","Купить Супергранулы Hamster Лаванда, 800 г в зоомагазине ZOOcomplex. Звоните ☎️ (067) 634-51-39, (050) 421-54-94. Доставка в Киев, Днепр, Одессу, Харьков, Львов","Супергранулы Hamster Лаванда, 800 г купить в Киеве, Днепре, Украине",collar-cl-5055,21.0000,0,https://zoocomplex.com.ua/image/catalog/product-133311.jpg,"Супергранулы Hamster Лаванда, 800 г",,"Супергранулы Hamster Лаванда, 800 г",Товары для грызунов/Подстилки для грызунов,simple
111957,"Супергранулы Hamster Стандарт в экономичной упаковке , 2кг","<p><b>Супергранулы Collar Hamster Стандарт в экономичной упаковке , 2кг</b></p><p>Натуральная подстилка для грызунов обеспечит комфорт до двух недель, эффективно поглощает запахи, не содержит пыли. Запаха в клетке можно не услышать целую неделю – так эффективно работает «Hamster». К тому же владелец животного будет любоваться самой зверюшкой, а не обращать внимание, на гору бумажек, стружек и прочего мусора, из которого животное соизволит «вынырнуть» пару раз в день.</p><p><b>Особенности:</b></p><ul><li>абсолютно безвредны для животных (не содержат вредной минеральной пыли);</li><li>возможность утилизации в канализационной системе;</li><li>удобство упаковки;</li><li>гигиеничность;</li><li>экономичность.</li></ul>","Купить Супергранулы Hamster Стандарт в экономичной упаковке , 2кг в зоомагазине ZOOcomplex. Звоните ☎️ (067) 634-51-39, (050) 421-54-94. Доставка в Киев, Днепр, Одессу, Харьков, Львов","Супергранулы Hamster Стандарт в экономичной упаковке , 2кг купить в Киеве, Днепре, Украине",collar-cl-8121,39.0000,0,https://zoocomplex.com.ua/image/catalog/product-133312.jpg,"Супергранулы Hamster Стандарт в экономичной упаковке , 2кг",,"Супергранулы Hamster Стандарт в экономичной упаковке , 2кг",Товары для грызунов/Подстилки для грызунов,simple
112920,"Супергранулы Hamster Стандарт, 800 г","<p><b>Супергранулы Collar Hamster Стандарт, 800 г</b></p><p>Натуральная подстилка для грызунов обеспечит комфорт до двух недель, эффективно поглощает запахи, не содержит пыли. Запаха в клетке можно не услышать целую неделю – так эффективно работает «Hamster». К тому же владелец животного будет любоваться самой зверюшкой, а не обращать внимание, на гору бумажек, стружек и прочего мусора, из которого животное соизволит «вынырнуть» пару раз в день.</p><p><b>Особенности:</b></p><ul><li>абсолютно безвредны для животных (не содержат вредной минеральной пыли);</li><li>возможность утилизации в канализационной системе;</li><li>удобство упаковки;</li><li>гигиеничность;</li><li>экономичность.</li></ul>","Купить Супергранулы Hamster Стандарт, 800 г в зоомагазине ZOOcomplex. Звоните ☎️ (067) 634-51-39, (050) 421-54-94. Доставка в Киев, Днепр, Одессу, Харьков, Львов","Супергранулы Hamster Стандарт, 800 г купить в Киеве, Днепре, Украине",collar-cl-3541,21.0000,0,https://zoocomplex.com.ua/image/catalog/product-133313.jpg,"Супергранулы Hamster Стандарт, 800 г",,"Супергранулы Hamster Стандарт, 800 г",Товары для грызунов/Подстилки для грызунов,simple
111124,"Премиум корм Vitapol Karmeo для шиншилл, 450 г","<h2>Премиум корм Vitapol Karmeo для шиншилл, 450 г</h2><h2>Vitapol Karmeo для шиншилл</h2><p>Корм Vitapol Karmeo - это корм премиум класса. В кормах снижено содержание цельных зерен.</p><p>Зерна заменены высококачественными гранулами на базе лугового сена. Благодаря этому Karmeo, характеризуются более высоким содержанием клетчатки. Такое решение улучшает пищеварение и правильное функционирование пищеварительной системы.</p><p>Корм обогащен экструдированными ингредиентами, то есть наиболее инновационным источником питания.</p><p>Экструзия обеспечивает легкое усвоение белка, повышенное усвоение клетчатки и устраняет бактерии из рациона, делая Karmeo здоровым, безопасным и питательным продуктом.</p><p>Грануляты и экструдаты, обогащенные сушеными травами, овощами и фруктами в натуральном виде, предоставляют каждому из кормов свой индивидуальный характер и уникальный привлекательный вкус.</p><p>Состав:</p><ul><li>кукуруза;</li><li>пшеничная мука;</li><li>пшеничные отруби;</li><li>гранулированное сено;</li><li>хлопья кукурузные;</li><li>овсяные хлопья;</li><li>соя;</li><li>шрот люцерны;</li><li>льянная мука;</li><li>пшеница;</li><li>ячмень;</li><li>гречка;</li><li>боярышник;</li><li>семена подсолнечника полосатого;</li><li>хлопья пшеничные;</li><li>сушеный артишок;</li><li>сушеная морковь;</li><li>сушеные плоды розы;</li><li>сушеные плоды рябины;</li><li>жмых семян подсолнечника;</li><li>тимьян;</li><li>сушеная петрушка;</li><li>сухая крапива;</li><li>кора сушеной ивы;</li><li>сушеные веточки березы;</li><li>сушеные листья одуванчика;</li><li>мякоть свеклы;</li><li>волокно гороха.</li></ul><p>  <b>Производитель: Vitapol</b></p><p>  <b>Страна производитель: Польша</b></p>","Купить Премиум корм Vitapol Karmeo для шиншилл, 450 г в зоомагазине ZOOcomplex. Звоните ☎️ (067) 634-51-39, (050) 421-54-94. Доставка в Киев, Днепр, Одессу, Харьков, Львов","Премиум корм Vitapol Karmeo для шиншилл, 450 г купить в Киеве, Днепре, Украине",vitapol-111124,56.0000,577,https://zoocomplex.com.ua/image/catalog/image/import_products/product-1206538.JPEG,"Премиум корм Vitapol Karmeo для шиншилл, 450 г",,"Премиум корм Vitapol Karmeo для шиншилл, 450 г",Товары для грызунов/Корм для грызунов,simple
111125,"Премиум корм Vitapol Karmeo для морских свинок, 500 г","<h2>Премиум корм Vitapol Karmeo для морских свинок, 500 г</h2><h2>Vitapol Karmeo для морских свинок</h2><p>Корм Vitapol Karmeo - это корм премиум класса. В кормах снижено содержание цельных зерен.</p><p>Зерна заменены высококачественными гранулами на базе лугового сена. Благодаря этому Karmeo, характеризуются более высоким содержанием клетчатки. Такое решение улучшает пищеварение и правильное функционирование пищеварительной системы.</p><p>Корм обогащен экструдированными ингредиентами, то есть наиболее инновационным источником питания.</p><p>Экструзия обеспечивает легкое усвоение белка, повышенное усвоение клетчатки и устраняет бактерии из рациона, делая Karmeo здоровым, безопасным и питательным продуктом.</p><p>Грануляты и экструдаты, обогащенные сушеными травами, овощами и фруктами в натуральном виде, предоставляют каждому из кормов свой индивидуальный характер и уникальный привлекательный вкус.</p><p>Состав:</p><ul><li>пшеничные отруби;</li><li>пшеничная мука;</li><li>мука люцерны;</li><li>кукурузная мука;</li><li>рапсовое мука после экстракции;</li><li>сено гранулированое;</li><li>овсяные отруби;</li><li>соя;</li><li>ячмень;</li><li>пшеница;</li><li>льняное семя;</li><li>гороховые хлопья;</li><li>морковь сушеная;</li><li>сушеный пастернак;</li><li>сушеный свекла;</li><li>тыквенные семечки;</li><li>хлопья пшеницы;</li><li>сушеная черная смородина;</li><li>чабрец;</li><li>сушеная сельдерей;</li><li>сушеная стебель петрушки;</li><li>кора сушеной ивы;</li><li>сушеная люцерна;</li><li>волокно гороха;</li><li>свекольная мякоть;</li><li>морковная мука.</li></ul><p>  <b>Производитель: Vitapol</b></p><p>  <b>Страна производитель: Польша</b></p>","Купить Премиум корм Vitapol Karmeo для морских свинок, 500 г в зоомагазине ZOOcomplex. Звоните ☎️ (067) 634-51-39, (050) 421-54-94. Доставка в Киев, Днепр, Одессу, Харьков, Львов","Премиум корм Vitapol Karmeo для морских свинок, 500 г купить в Киеве, Днепре, Украине",vitapol-111125,52.0000,684,https://zoocomplex.com.ua/image/catalog/image/import_products/product-1206539.JPEG,"Премиум корм Vitapol Karmeo для морских свинок, 500 г",,"Премиум корм Vitapol Karmeo для морских свинок, 500 г",Товары для грызунов/Корм для грызунов,simple
111127,"Премиум корм Vitapol Karmeo  для кроликов, 500 г","<h2>Премиум корм Vitapol Karmeo  для кроликов, 500 г</h2><h2>Vitapol Karmeo для кроликов</h2><p>Корм Vitapol Karmeo - это корм премиум класса. В кормах снижено содержание цельных зерен.</p><p>Зерна заменены высококачественными гранулами на базе лугового сена. Благодаря этому Karmeo, характеризуются более высоким содержанием клетчатки. Такое решение улучшает пищеварение и правильное функционирование пищеварительной системы.</p><p>Корм обогащен экструдированными ингредиентами, то есть наиболее инновационным источником питания.</p><p>Экструзия обеспечивает легкое усвоение белка, повышенное усвоение клетчатки и устраняет бактерии из рациона, делая Karmeo здоровым, безопасным и питательным продуктом.</p><p>Грануляты и экструдаты, обогащенные сушеными травами, овощами и фруктами в натуральном виде, предоставляют каждому из кормов свой индивидуальный характер и уникальный привлекательный вкус.</p><p>Состав:</p><ul><li>пшеничные отруби;</li><li>пшеничная мука;</li><li>кукурузная мука;</li><li>мука люцерны;</li><li>рапсовая мука;</li><li>гранулированное сено;</li><li>пшеница;</li><li>гороховые хлопья;</li><li>подсолнечная мука;</li><li>ячмень;</li><li>сушеная морковь;</li><li>сушеная фасоль;</li><li>хлопья;</li><li>льняное семя;</li><li>сушенная свекла;</li><li>хлопья пшеничные;</li><li>тимьян;</li><li>стебель фенхеля;</li><li>морковная мука;</li><li>белок картофеля;</li><li>сушеный ростки пшеницы;</li><li>льняная мука;</li><li>карбонат кальция;</li><li>монокальцийфосфат.</li></ul><p>  <b>Производитель: Vitapol</b></p><p>  <b>Страна производитель: Польша</b></p>","Купить Премиум корм Vitapol Karmeo  для кроликов, 500 г в зоомагазине ZOOcomplex. Звоните ☎️ (067) 634-51-39, (050) 421-54-94. Доставка в Киев, Днепр, Одессу, Харьков, Львов","Премиум корм Vitapol Karmeo  для кроликов, 500 г купить в Киеве, Днепре, Украине",vitapol-111127,240.0000,152,https://zoocomplex.com.ua/image/catalog/product-1206541.jpg,"Премиум корм Vitapol Karmeo  для кроликов, 500 г",,"Премиум корм Vitapol Karmeo  для кроликов, 500 г",Товары для грызунов/Корм для грызунов,simple
111128,"Премиум корм Vitapol Karmeo для кроликов, 0.5 кг","<h2>Премиум корм Vitapol Karmeo для кроликов, 0.5 кг</h2><h2>Vitapol Karmeo для кроликов</h2><p>Корм Vitapol Karmeo - это корм премиум класса. В кормах снижено содержание цельных зерен.</p><p>Зерна заменены высококачественными гранулами на базе лугового сена. Благодаря этому Karmeo, характеризуются более высоким содержанием клетчатки. Такое решение улучшает пищеварение и правильное функционирование пищеварительной системы.</p><p>Корм обогащен экструдированными ингредиентами, то есть наиболее инновационным источником питания.</p><p>Экструзия обеспечивает легкое усвоение белка, повышенное усвоение клетчатки и устраняет бактерии из рациона, делая Karmeo здоровым, безопасным и питательным продуктом.</p><p>Грануляты и экструдаты, обогащенные сушеными травами, овощами и фруктами в натуральном виде, предоставляют каждому из кормов свой индивидуальный характер и уникальный привлекательный вкус.</p><p>Состав:</p><ul><li>пшеничные отруби;</li><li>пшеничная мука;</li><li>кукурузная мука;</li><li>мука люцерны;</li><li>рапсовая мука;</li><li>гранулированное сено;</li><li>пшеница;</li><li>гороховые хлопья;</li><li>подсолнечная мука;</li><li>ячмень;</li><li>сушеная морковь;</li><li>сушеная фасоль;</li><li>хлопья;</li><li>льняное семя;</li><li>сушенная свекла;</li><li>хлопья пшеничные;</li><li>тимьян;</li><li>стебель фенхеля;</li><li>морковная мука;</li><li>белок картофеля;</li><li>сушеный ростки пшеницы;</li><li>льняная мука;</li><li>карбонат кальция;</li><li>монокальцийфосфат.</li></ul><p>  <b>Производитель: Vitapol</b></p><p>  <b>Страна производитель: Польша</b></p>","Купить Премиум корм Vitapol Karmeo для кроликов, 0.5 кг в зоомагазине ZOOcomplex. Звоните ☎️ (067) 634-51-39, (050) 421-54-94. Доставка в Киев, Днепр, Одессу, Харьков, Львов","Премиум корм Vitapol Karmeo для кроликов, 0.5 кг купить в Киеве, Днепре, Украине",vitapol-111128,49.0000,971,https://zoocomplex.com.ua/image/catalog/image/import_products/product-1206542.JPEG,"Премиум корм Vitapol Karmeo для кроликов, 0.5 кг",,"Премиум корм Vitapol Karmeo для кроликов, 0.5 кг",Товары для грызунов/Корм для грызунов,simple
111129,"Премиум корм Vitapol Karmeo для хомяков, 500 г","<h2>Премиум корм Vitapol Karmeo для хомяков, 500 г</h2><h2>Vitapol Karmeo для хомяков</h2><p>Корм Vitapol Karmeo - это корм премиум класса. В кормах снижено содержание цельных зерен.</p><p>Зерна заменены высококачественными гранулами на базе лугового сена. Благодаря этому Karmeo, характеризуются более высоким содержанием клетчатки. Такое решение улучшает пищеварение и правильное функционирование пищеварительной системы.</p><p>Корм обогащен экструдированными ингредиентами, то есть наиболее инновационным источником питания.</p><p>Экструзия обеспечивает легкое усвоение белка, повышенное усвоение клетчатки и устраняет бактерии из рациона, делая Karmeo здоровым, безопасным и питательным продуктом.</p><p>Грануляты и экструдаты, обогащенные сушеными травами, овощами и фруктами в натуральном виде, предоставляют каждому из кормов свой индивидуальный характер и уникальный привлекательный вкус.</p><p>Состав:</p><ul><li>пшеница;</li><li>ячмень;</li><li>люцерновая мука;</li><li>пшеничные отруби;</li><li>пшеничная мука;</li><li>пшеничные сухарики;</li><li>кукурузные сухарики;</li><li>кукурузная мука;</li><li>жмых подсолнечника;</li><li>шелухасои;</li><li>кукуруза;</li><li>хлопья;</li><li>овсяная шелуха;</li><li>семена подсолнечника полосатого;</li><li>льняное семя;</li><li>сушеная морковь;</li><li>сушеная фасоль;</li><li>арахис;</li><li>очищенные семена тыквы;</li><li>сушеный пастернак;</li><li>гороховые хлопья;</li><li>пшеничные хлопья;</li><li>рисовая мука;</li><li>сушеный стебель фенхеля;</li><li>горох;</li><li>тимьян;</li><li>соеваямука;</li><li>карбонат кальция;</li><li>монокальций фосфат.</li></ul><p>  <b>Производитель: Vitapol</b></p><p>  <b>Страна производитель: Польша</b></p>","Купить Премиум корм Vitapol Karmeo для хомяков, 500 г в зоомагазине ZOOcomplex. Звоните ☎️ (067) 634-51-39, (050) 421-54-94. Доставка в Киев, Днепр, Одессу, Харьков, Львов","Премиум корм Vitapol Karmeo для хомяков, 500 г купить в Киеве, Днепре, Украине",vitapol-111129,51.0000,815,https://zoocomplex.com.ua/image/catalog/image/import_products/product-1206543.JPEG,"Премиум корм Vitapol Karmeo для хомяков, 500 г",,"Премиум корм Vitapol Karmeo для хомяков, 500 г",Товары для грызунов/Корм для грызунов,simple
109299,"Клетка AnimAll для хомяка, 39,5 х 29,5 х 38 см","<h2>Клетка AnimAll для хомяка, 39,5 х 29,5 х 38 см</h2><p>Клетка для грызунов прямоугольная двухэтажная с фигурной крышей. Клетка для грызунов, удобна и проста в использовании.</p><p>Прутья клетки сделаны из стали с качественным долговечным покрытием белого цвета.</p><p>Клетки изготовлена в традиционном стиле: классический домик с окошком, этаж лесенкой, колесо, поилка, кормушка, ручка для переноски.</p><p>Каждая клетка надежна и практична, изготовлена из высококачественных материалов.</p><p>Цвет поддона: голубой, красный, фиолетовый.</p><p><b>Габариты:</b> 39,5 х 29,5 х 38 см.</p><p><b>Производитель: Animall</b></p>","Купить Клетка AnimAll для хомяка, 39,5 х 29,5 х 38 см в зоомагазине ZOOcomplex. Звоните ☎️ (067) 634-51-39, (050) 421-54-94. Доставка в Киев, Днепр, Одессу, Харьков, Львов","Клетка AnimAll для хомяка, 39,5 х 29,5 х 38 см купить в Киеве, Днепре, Украине",animall-109299,372.0000,0,https://zoocomplex.com.ua/image/catalog/product-1207392.jpg,"Клетка AnimAll для хомяка, 39,5 х 29,5 х 38 см",,"Клетка AnimAll для хомяка, 39,5 х 29,5 х 38 см",Товары для грызунов/Клетки для грызунов,simple
110148,"Клетка AnimAll для хомяка, 40 х 30 х 23 см","<h2>Клетка AnimAll для хомяка, 40 х 30 х 23 см</h2><p>Клетка Animall для грызунов прямоугольная двухэтажная.</p><p>Удобна и проста в использовании.</p><p>Прутья клетки сделаны из стали с порошковым белым покрытием.</p><p>Клетки изготовлена в традиционном стиле: классический домик с окошком, этаж лесенкой, колесо, поилка, кормушка, ручка для переноски.</p><p>Каждая клетка надежна и практична, изготовлена из высококачественных материалов.</p><p>Цвет поддона: голубой, красный, фиолетовый.</p><p>Габариты: 40 х 30 х 23 см.</p><p><b>Производитель: Animall</b></p>","Купить Клетка AnimAll для хомяка, 40 х 30 х 23 см в зоомагазине ZOOcomplex. Звоните ☎️ (067) 634-51-39, (050) 421-54-94. Доставка в Киев, Днепр, Одессу, Харьков, Львов","Клетка AnimAll для хомяка, 40 х 30 х 23 см купить в Киеве, Днепре, Украине",animall-110148,318.0000,20,https://zoocomplex.com.ua/image/catalog/product-1207393.jpg,"Клетка AnimAll для хомяка, 40 х 30 х 23 см",,"Клетка AnimAll для хомяка, 40 х 30 х 23 см",Товары для грызунов/Клетки для грызунов,simple
112051,"Колба Vitapol Smakers Box для грызунов, микс, упаковка 12 шт","<h2>Колба Vitapol Smakers Box для грызунов, микс, упаковка 12 шт</h2><p>Лакомство Smakers состоят из трех слоев соединенных так, чтобы минимизировать потери корма во время поедания.</p><ul><li>Уникальный рецепт связующего вещества;</li><li>Несколько этапов сушки;</li><li>При производстве Smakers созревает при надлежащей температуре.</li></ul><p>Таким образом сохраняет все необходимые витамины и минералы.</p><p>Используется универсальная система Shark для удобного крепления к клетке.</p><p>Упаковка 12 шт.</p><p><b>Производитель: Vitapol</b></p><p><b>Страна производитель: Польша</b></p>","Купить Колба Vitapol Smakers Box для грызунов, микс, упаковка 12 шт в зоомагазине ZOOcomplex. Звоните ☎️ (067) 634-51-39, (050) 421-54-94. Доставка в Киев, Днепр, Одессу, Харьков, Львов","Колба Vitapol Smakers Box для грызунов, микс, упаковка 12 шт купить в Киеве, Днепре, Украине",vitapol-112051,204.0000,0,https://zoocomplex.com.ua/image/catalog/product-1207394.jpg,"Колба Vitapol Smakers Box для грызунов, микс, упаковка 12 шт",,"Колба Vitapol Smakers Box для грызунов, микс, упаковка 12 шт",Товары для грызунов/Корм для грызунов,simple
